elapsed time,receive time,header.stamp,topic,value
4.580768746,1683148538.496320901,,/pitch_error.data,-0.4588857889175415
4.600564375,1683148538.516116530,,/pitch_error.data,-0.42151200771331787
4.617074396,1683148538.532626551,,/pitch_error.data,-0.37575745582580566
4.642064308,1683148538.557616463,,/pitch_error.data,-0.3372844159603119
4.656434997,1683148538.571987152,,/pitch_error.data,-0.2948938012123108
4.677796613,1683148538.593348768,,/pitch_error.data,-0.23658078908920288
4.696535375,1683148538.612087530,,/pitch_error.data,-0.19481901824474335
4.716446716,1683148538.631998871,,/pitch_error.data,-0.15175218880176544
4.737117323,1683148538.652669478,,/pitch_error.data,-0.1124710813164711
4.756414102,1683148538.671966257,,/pitch_error.data,-0.061764195561409
4.776379171,1683148538.691931326,,/pitch_error.data,-0.024287495762109756
4.796560977,1683148538.712113132,,/pitch_error.data,0.012250219471752644
4.816203261,1683148538.731755416,,/pitch_error.data,0.05929378420114517
4.841226006,1683148538.756778161,,/pitch_error.data,0.0937928706407547
