elapsed time,receive time,header.stamp,topic,value
8.932804645000001,1683148364.895885294,,/pitch_error.data,-0.4866524338722229
8.935005994,1683148364.898086643,,/pitch_error.data,-0.49789363145828247
8.946468487,1683148364.909549136,,/pitch_error.data,-0.471565842628479
8.970047075,1683148364.933127724,,/pitch_error.data,-0.43880313634872437
8.989146931,1683148364.952227580,,/pitch_error.data,-0.3792317509651184
9.007961283,1683148364.971041932,,/pitch_error.data,-0.3345284461975098
9.033332707,1683148364.996413356,,/pitch_error.data,-0.2855420708656311
9.052201075,1683148365.015281724,,/pitch_error.data,-0.2243843972682953
9.068655357,1683148365.031736006,,/pitch_error.data,-0.1762762814760208
9.093242139000001,1683148365.056322788,,/pitch_error.data,-0.1303912252187729
9.112163339,1683148365.075243988,,/pitch_error.data,-0.07265920937061311
9.132406142,1683148365.095486791,,/pitch_error.data,-0.03116399236023426
9.151437326,1683148365.114517975,,/pitch_error.data,0.007855640724301338
9.17286474,1683148365.135945389,,/pitch_error.data,0.06085839867591858
9.190555825,1683148365.153636474,,/pitch_error.data,0.09584029018878937
9.208523903,1683148365.171604552,,/pitch_error.data,0.1368447244167328
9.229173267,1683148365.192253916,,/pitch_error.data,0.17623402178287506
9.24862954,1683148365.211710189,,/pitch_error.data,0.22805939614772797
