elapsed time,receive time,header.stamp,topic,value
7.833518273,1683147476.313628114,,/pitch_error.data,-0.05268698185682297
7.849596946,1683147476.329706787,,/pitch_error.data,-0.04798179492354393
7.868030388,1683147476.348140229,,/pitch_error.data,-0.16053308546543119
7.889661708,1683147476.369771549,,/pitch_error.data,-0.28897187113761896
7.907325256,1683147476.387435097,,/pitch_error.data,-0.4226037561893463
7.933233758,1683147476.413343599,,/pitch_error.data,-0.42338797450065613
7.950952698,1683147476.431062539,,/pitch_error.data,-0.42149773240089417
7.968457781,1683147476.448567622,,/pitch_error.data,-0.40128690004348755
7.988843589,1683147476.468953430,,/pitch_error.data,-0.41136473417282104
8.009051667,1683147476.489161508,,/pitch_error.data,-0.39012959599494934
8.028603452,1683147476.508713293,,/pitch_error.data,-0.34229204058647156
8.047792515,1683147476.527902356,,/pitch_error.data,-0.2950075566768647
8.070052479,1683147476.550162320,,/pitch_error.data,-0.25069350004196167
8.094362794,1683147476.574472635,,/pitch_error.data,-0.19326941668987274
8.107735144,1683147476.587844985,,/pitch_error.data,-0.14595364034175873
8.131043884,1683147476.611153725,,/pitch_error.data,-0.10068392753601074
8.148573031,1683147476.628682872,,/pitch_error.data,-0.05057578906416893
8.1708961,1683147476.651005941,,/pitch_error.data,-0.010949357412755488
8.188350943,1683147476.668460784,,/pitch_error.data,0.027042975649237633
8.208684301,1683147476.688794142,,/pitch_error.data,0.06291929632425308
8.231150891,1683147476.711260732,,/pitch_error.data,0.11176080256700516
8.252102975,1683147476.732212816,,/pitch_error.data,0.1467208564281464
8.275110784,1683147476.755220625,,/pitch_error.data,0.18180131912231445
8.289989033,1683147476.770098874,,/pitch_error.data,0.22948212921619415
