elapsed time,receive time,header.stamp,topic,value
7.752805433,1683148810.880045297,,/pitch_error.data,-0.4510747492313385
7.7719970190000005,1683148810.899236883,,/pitch_error.data,-0.4175962507724762
7.790341601,1683148810.917581465,,/pitch_error.data,-0.3820185959339142
7.808394279,1683148810.935634143,,/pitch_error.data,-0.33407890796661377
7.829632551,1683148810.956872415,,/pitch_error.data,-0.2921188175678253
7.850072176,1683148810.977312040,,/pitch_error.data,-0.25132185220718384
7.868770973,1683148810.996010837,,/pitch_error.data,-0.19474880397319794
7.896121136,1683148811.023361000,,/pitch_error.data,-0.1556026637554169
7.912553667,1683148811.039793531,,/pitch_error.data,-0.11677137762308121
7.93274027,1683148811.059980134,,/pitch_error.data,-0.06654658913612366
7.953287551,1683148811.080527415,,/pitch_error.data,-0.030576851218938828
7.968498478,1683148811.095738342,,/pitch_error.data,0.0038190637715160847
7.988475394,1683148811.115715258,,/pitch_error.data,0.04824201017618179
8.009010898,1683148811.136250762,,/pitch_error.data,0.08743127435445787
8.028494544,1683148811.155734408,,/pitch_error.data,0.12269523739814758
8.053145341,1683148811.180385205,,/pitch_error.data,0.16568844020366671
8.069350648,1683148811.196590512,,/pitch_error.data,0.2013939768075943
