elapsed time,receive time,header.stamp,topic,value
0.015878971000000002,1683484687.688873584,,/commands/motor/speed.data,0
0.07514866,1683484687.748143273,,/commands/motor/speed.data,0
0.125478693,1683484687.798473306,,/commands/motor/speed.data,0
0.176766208,1683484687.849760821,,/commands/motor/speed.data,0
0.22813740500000002,1683484687.901132018,,/commands/motor/speed.data,0
0.27922351,1683484687.952218123,,/commands/motor/speed.data,0
0.332199654,1683484688.005194267,,/commands/motor/speed.data,0
0.38274924400000004,1683484688.055743857,,/commands/motor/speed.data,0
0.43495015000000004,1683484688.107944763,,/commands/motor/speed.data,0
0.48556604500000006,1683484688.158560658,,/commands/motor/speed.data,0
0.538594032,1683484688.211588645,,/commands/motor/speed.data,0
0.5892449040000001,1683484688.262239517,,/commands/motor/speed.data,0
0.641708852,1683484688.314703465,,/commands/motor/speed.data,0
0.691224606,1683484688.364219219,,/commands/motor/speed.data,0
0.736732889,1683484688.409727502,,/commands/motor/speed.data,0
0.7902299700000001,1683484688.463224583,,/commands/motor/speed.data,0
0.846891728,1683484688.519886341,,/commands/motor/speed.data,0
0.9011568510000001,1683484688.574151464,,/commands/motor/speed.data,0
0.950515195,1683484688.623509808,,/commands/motor/speed.data,0
1.001551575,1683484688.674546188,,/commands/motor/speed.data,0
1.056305535,1683484688.729300148,,/commands/motor/speed.data,0
1.105639814,1683484688.778634427,,/commands/motor/speed.data,0
1.158158964,1683484688.831153577,,/commands/motor/speed.data,0
1.208527752,1683484688.881522365,,/commands/motor/speed.data,0
1.263649268,1683484688.936643881,,/commands/motor/speed.data,0
1.310227003,1683484688.983221616,,/commands/motor/speed.data,0
1.361550525,1683484689.034545138,,/commands/motor/speed.data,0
1.413645737,1683484689.086640350,,/commands/motor/speed.data,0
1.4671761970000001,1683484689.140170810,,/commands/motor/speed.data,0
1.5157258310000001,1683484689.188720444,,/commands/motor/speed.data,0
1.568462363,1683484689.241456976,,/commands/motor/speed.data,0
1.619815294,1683484689.292809907,,/commands/motor/speed.data,0
1.670714363,1683484689.343708976,,/commands/motor/speed.data,0
1.7227278460000002,1683484689.395722459,,/commands/motor/speed.data,0
1.77350029,1683484689.446494903,,/commands/motor/speed.data,0
1.82481066,1683484689.497805273,,/commands/motor/speed.data,0
1.87603303,1683484689.549027643,,/commands/motor/speed.data,0
1.928654008,1683484689.601648621,,/commands/motor/speed.data,0
1.978636107,1683484689.651630720,,/commands/motor/speed.data,0
2.029522024,1683484689.702516637,,/commands/motor/speed.data,0
2.082546527,1683484689.755541140,,/commands/motor/speed.data,0
2.133323931,1683484689.806318544,,/commands/motor/speed.data,0
2.183120619,1683484689.856115232,,/commands/motor/speed.data,0
2.236187171,1683484689.909181784,,/commands/motor/speed.data,0
2.28656297,1683484689.959557583,,/commands/motor/speed.data,0
2.337824381,1683484690.010818994,,/commands/motor/speed.data,0
2.389289636,1683484690.062284249,,/commands/motor/speed.data,0
2.441394995,1683484690.114389608,,/commands/motor/speed.data,0
2.493365953,1683484690.166360566,,/commands/motor/speed.data,0
2.545343407,1683484690.218338020,,/commands/motor/speed.data,0
2.596066285,1683484690.269060898,,/commands/motor/speed.data,0
2.647350227,1683484690.320344840,,/commands/motor/speed.data,0
2.69874265,1683484690.371737263,,/commands/motor/speed.data,0
2.748168745,1683484690.421163358,,/commands/motor/speed.data,0
2.8015713040000003,1683484690.474565917,,/commands/motor/speed.data,0
2.854890981,1683484690.527885594,,/commands/motor/speed.data,0
3.056471344,1683484690.729465957,,/commands/motor/speed.data,7500
